sha1sum; evasion; bitmap
58d9bf8287df5ef7e27fb6f05909326721129248; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (drivers detection), trying to forbid debugging (detecting process debug flag), trying to forbid debugging (detecting process debug handle); 010000010100000
75e6d977ca88ef92bc8f71df482169a7e1f5918d; potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, trying to detect analysis virtual environment (hdd detection); 000000000010000
b00ce97a1ffb828b83654a0042442c7aa2833c28; detecting virtualbox by enumerating acpi registry keys, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 000000001010001
010d36a7e657af1ec0719c84618d2e3d8db6b42d; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
66fce60bf9e69f81eeaa7e65a40e53a07644877d; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
b9f8764161b08aa86531149658d564429daa84dc; searching for installed programs (antimalware software), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000000000010000
5edc50762b26606234296c11cb7e30e050ff4d53; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
9db0e6ba88e7e2dc9cb7dd41fb2710b98590767a; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
1b2990b7a6000399b4e953dc0380d67f66709562; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
27b091461fec56aabe24eb88885b799ee5fc265b; ability to check the disk size, ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000011001100
5c3d097caa616aad4e454cf219367605f52a6e64; ability to check the disk size, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000001001100
93b820cfc60b65621cae3f2c37c5c6abcf98f68f; detecting virtualbox by enumerating acpi registry keys, detecting debugger by checking debug port, detecting debugger by checking windows class name, detecting the presence of wine, potential anti-vm time analysis check using rdtsc, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (debug drivers detection), trying to forbid debugging (hiding threads from debugger); 010100100100001
54d567227082e9e9805460ec3d545c8d430ef142; ability to retrieve system default language identifier, trying to detect analysis virtual environment (hdd detection); 000000000010000
cec9cd5e5a829487c3ddf669e361f825a1b3100b; detecting debugger by checking debug port, detecting the presence of wine, disables windows error reporting for a process, searching for specific processes: vmhgfs.sys (analysis tool detection), searching for specific processes: zonealarm.exe (anti-malware detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (drivers detection), trying to forbid debugging (hiding threads from debugger); 110000001100000
